City,State,Merge_Key,State_FIPS,Place_FIPS,NAME,Total_Population,Median_Household_Income,Median_Housing_Value,Owner_Occupied_Units,Bachelors_Degree_Count,Masters_Degree_Count,Unemployed_Count,Unemployment_Rate,Bachelors_Or_Higher_Rate
Fort Worth,TX,"fort worth,TX",48,27000,Fort Worth city,941311.0,76602.0,277300.0,189660.0,123474.0,50386.0,24060.0,0.025560096503706,0.18469984946526705
Columbus,OH,"columbus,OH",39,18000,Columbus city,906480.0,65327.0,234500.0,171346.0,145408.0,61289.0,25970.0,0.02864928073426882,0.2280215779719354
Indianapolis,IN,"indianapolis,IN",,,,,,,,,,,,
Charlotte,NC,"charlotte,NC",37,12000,Charlotte city,886283.0,78438.0,351500.0,186045.0,181539.0,76439.0,22496.0,0.025382411712737352,0.29107858325162506
San Francisco,CA,"san francisco,CA",06,67000,San Francisco city,836321.0,141446.0,1380500.0,139610.0,234704.0,111703.0,28900.0,0.03455610943644845,0.41420339797757083
Seattle,WA,"seattle,WA",53,63000,Seattle city,741440.0,121984.0,912100.0,156194.0,211355.0,115130.0,20234.0,0.027290138109624513,0.4403390699179974
Denver,CO,"denver,CO",08,20000,Denver city,713734.0,91681.0,586700.0,161908.0,177645.0,78693.0,20324.0,0.028475594549229825,0.35915060792956477
Washington,DC,"washington,DC",11,50000,Washington city,672079.0,106287.0,724600.0,132288.0,126307.0,109725.0,25748.0,0.0383109723708076,0.35119680870850006
Nashville,TN,"nashville,TN",,,,,,,,,,,,
Oklahoma City,OK,"oklahoma city,OK",40,55000,Oklahoma City city,688693.0,66702.0,215100.0,162721.0,97373.0,38574.0,16686.0,0.024228502395116546,0.19739855058785263
El Paso,TX,"el paso,TX",48,24000,El Paso city,678147.0,58734.0,171700.0,145953.0,79479.0,29212.0,19623.0,0.02893620409734173,0.16027645923376496
Boston,MA,"boston,MA",25,07000,Boston city,663972.0,94755.0,710400.0,98813.0,132913.0,76654.0,24252.0,0.0365256366232311,0.31562626134837013
Portland,OR,"portland,OR",41,59000,Portland city,642715.0,88792.0,557600.0,151684.0,155943.0,68912.0,21405.0,0.03330403055786779,0.34985180056479154
Las Vegas,NV,"las vegas,NV",32,40000,Las Vegas city,650873.0,70723.0,395300.0,136185.0,77555.0,30986.0,23277.0,0.03576273712383215,0.16676217941134447
Detroit,MI,"detroit,MI",26,22000,Detroit city,636644.0,39575.0,76800.0,125927.0,44129.0,22679.0,38165.0,0.059947160422465305,0.1049377674178976
Memphis,TN,"memphis,TN",47,48000,Memphis city,629063.0,51211.0,157100.0,117061.0,69541.0,32616.0,25647.0,0.040770161335192186,0.16239549933790415
Louisville,KY,"louisville,KY",21,48000,Louisville city,,,,,,,,,
Baltimore,MD,"baltimore,MD",24,04000,Baltimore city,577193.0,59623.0,219300.0,119077.0,73130.0,47151.0,19141.0,0.03316221783701465,0.20838956813405568
Milwaukee,WI,"milwaukee,WI",55,53000,Milwaukee city,569756.0,51888.0,172000.0,95890.0,61503.0,24881.0,16684.0,0.029282710493614812,0.15161577938626358
Albuquerque,NM,"albuquerque,NM",35,02000,Albuquerque city,562488.0,65604.0,266700.0,148925.0,82650.0,47602.0,15623.0,0.02777481475160359,0.2315640511442022
Tucson,AZ,"tucson,AZ",04,77000,Tucson city,543348.0,54546.0,242200.0,116274.0,62638.0,31660.0,17364.0,0.03195741955431878,0.1735499164439733
Fresno,CA,"fresno,CA",06,27000,Fresno city,543615.0,66804.0,348500.0,89235.0,56426.0,17635.0,22056.0,0.04057283187550013,0.1362379625286278
Sacramento,CA,"sacramento,CA",06,64000,Sacramento city,524802.0,83753.0,484600.0,102651.0,82959.0,31673.0,16902.0,0.032206432140121415,0.21842904562101517
Kansas City,MO,"kansas city,MO",29,38000,Kansas City city,508233.0,67449.0,227000.0,119847.0,82545.0,35047.0,13143.0,0.02586018617445148,0.23137419254554506
Mesa,AZ,"mesa,AZ",04,46000,Mesa city,507478.0,78779.0,364300.0,126169.0,72421.0,27790.0,12044.0,0.023733048526241533,0.19746865873988625
Atlanta,GA,"atlanta,GA",13,04000,Atlanta city,499287.0,81938.0,420600.0,107126.0,114680.0,58741.0,16857.0,0.0337621448185112,0.34733730299406956
Omaha,NE,"omaha,NE",31,37000,Omaha city,488197.0,72708.0,230100.0,115393.0,82109.0,31167.0,11068.0,0.02267117577535298,0.23202928326065092
Colorado Springs,CO,"colorado springs,CO",08,16000,Colorado Springs city,483099.0,83198.0,420700.0,121471.0,82614.0,42031.0,14069.0,0.029122395202639626,0.2580112978913225
Raleigh,NC,"raleigh,NC",37,55000,Raleigh city,470763.0,82424.0,377800.0,100895.0,104510.0,45975.0,12286.0,0.026098057833771983,0.31966191055796656
Long Beach,CA,"long beach,CA",06,43000,Long Beach city,458491.0,83969.0,762200.0,69994.0,71456.0,28331.0,16159.0,0.035243876106619325,0.21764222198472816
Virginia Beach,VA,"virginia beach,VA",51,82000,Virginia Beach city,457066.0,90685.0,366300.0,116729.0,79246.0,36154.0,10036.0,0.02195744159486814,0.25247994819128966
Miami,FL,"miami,FL",12,45000,Miami city,446663.0,59390.0,475200.0,58481.0,73112.0,29907.0,12556.0,0.028110678520495317,0.23064144556410537
Oakland,CA,"oakland,CA",06,53000,Oakland city,438072.0,97369.0,924700.0,72232.0,85562.0,46928.0,14809.0,0.03380494530579448,0.30243886849650287
Minneapolis,MN,"minneapolis,MN",27,43000,Minneapolis city,426845.0,80269.0,345600.0,90686.0,94528.0,42624.0,14708.0,0.03445747285314341,0.3213157000784828
Tulsa,OK,"tulsa,OK",40,75000,Tulsa city,412322.0,58407.0,189600.0,89141.0,56512.0,21702.0,12687.0,0.030769641202749307,0.1896915517483908
Bakersfield,CA,"bakersfield,CA",06,03526,Bakersfield city,408366.0,77397.0,347300.0,76767.0,37391.0,13967.0,13107.0,0.032096207813579,0.12576463270693447
Wichita,KS,"wichita,KS",20,79000,Wichita city,396488.0,63072.0,179500.0,92121.0,51172.0,22201.0,11538.0,0.029100502411170074,0.18505730312140595
Arlington,TX,"arlington,TX",48,04000,Arlington city,394769.0,73519.0,276400.0,76941.0,54628.0,22108.0,12348.0,0.03127905179991337,0.19438203101054033
Aurora,CO,"aurora,CO",08,04000,Aurora city,390201.0,84320.0,444500.0,90576.0,55502.0,22549.0,12372.0,0.031706735759262535,0.20002767804285485
Tampa,FL,"tampa,FL",12,71000,Tampa city,393389.0,71302.0,375300.0,80597.0,70841.0,31590.0,9943.0,0.02527523647077066,0.2603809460864437
New Orleans,LA,"new orleans,LA",22,55000,New Orleans city,376035.0,55339.0,296400.0,78376.0,60434.0,32280.0,14808.0,0.03937931309585544,0.2465568364646908
Cleveland,OH,"cleveland,OH",39,16000,Cleveland city,367523.0,39187.0,94100.0,69432.0,31914.0,14637.0,20486.0,0.05574072915164493,0.12666146064327946
Honolulu,HI,"honolulu,HI",,,,,,,,,,,,
Anaheim,CA,"anaheim,CA",06,02000,Anaheim city,344553.0,90583.0,771700.0,48617.0,45258.0,15210.0,10214.0,0.029644205680983766,0.17549694821986747
Lexington,KY,"lexington,KY",,,,,,,,,,,,
Stockton,CA,"stockton,CA",06,75000,Stockton city,320470.0,76851.0,412900.0,52316.0,26130.0,8121.0,11887.0,0.037092395544044685,0.10687739882048242
Corpus Christi,TX,"corpus christi,TX",48,17000,Corpus Christi city,317383.0,66325.0,197100.0,68306.0,32972.0,12815.0,8335.0,0.02626164602388912,0.14426418554238885
Henderson,NV,"henderson,NV",32,31900,Henderson city,324523.0,88654.0,465000.0,83650.0,54797.0,22030.0,10704.0,0.03298379467711071,0.2367382281070987
Riverside,CA,"riverside,CA",06,62000,Riverside city,316241.0,88575.0,542100.0,51977.0,30325.0,14455.0,9680.0,0.030609566754468902,0.1416008676926774
Newark,NJ,"newark,NJ",34,51000,Newark city,307188.0,48416.0,337800.0,27434.0,24446.0,7878.0,16147.0,0.05256390223576442,0.10522546453637512
St Paul,MN,"st paul,MN",,,,,,,,,,,,
Santa Ana,CA,"santa ana,CA",06,69000,Santa Ana city,311639.0,88354.0,657800.0,35540.0,26078.0,7553.0,8507.0,0.027297610376108252,0.1079165316279413
Cincinnati,OH,"cincinnati,OH",39,15000,Cincinnati city,309595.0,51707.0,215300.0,55602.0,47138.0,23725.0,11258.0,0.03636363636363636,0.2288893554482469
Irvine,CA,"irvine,CA",06,36770,Irvine city,308160.0,129647.0,1115400.0,49073.0,79310.0,42876.0,9127.0,0.029617731048805815,0.39650181723779854
Orlando,FL,"orlando,FL",12,53000,Orlando city,311732.0,69268.0,359000.0,50226.0,57640.0,24623.0,9495.0,0.03045885568372833,0.2638901363992147
Pittsburgh,PA,"pittsburgh,PA",42,61000,Pittsburgh city,303620.0,64137.0,193200.0,64894.0,50848.0,29233.0,10120.0,0.0333311376062183,0.2637540346485739
St Louis,MO,"st louis,MO",,,,,,,,,,,,
Greensboro,NC,"greensboro,NC",37,28000,Greensboro city,298564.0,58884.0,221300.0,61002.0,46245.0,21525.0,7998.0,0.026788226309936897,0.22698650875524176
Jersey City,NJ,"jersey city,NJ",34,36000,Jersey City city,289691.0,94813.0,534500.0,35447.0,61859.0,38406.0,9643.0,0.03328719221515339,0.34611016565927144
Anchorage,AK,"anchorage,AK",,,,,,,,,,,,
Lincoln,NE,"lincoln,NE",31,28000,Lincoln city,291932.0,69991.0,248200.0,67338.0,48042.0,17750.0,5391.0,0.018466629215022675,0.22536755134757408
Plano,TX,"plano,TX",48,58016,Plano city,287339.0,108649.0,440600.0,62592.0,70628.0,38039.0,6656.0,0.023164276342577932,0.37818395692892365
Durham,NC,"durham,NC",37,19000,Durham city,288465.0,79234.0,355300.0,63883.0,56947.0,33438.0,6783.0,0.02351411783058603,0.31333090669578634
Buffalo,NY,"buffalo,NY",36,11000,Buffalo city,276397.0,48050.0,152300.0,51012.0,31125.0,17321.0,9508.0,0.03439979449849311,0.1752768662467393
Chandler,AZ,"chandler,AZ",04,12000,Chandler city,278123.0,103691.0,469800.0,69444.0,54735.0,26482.0,5699.0,0.020490933867389607,0.2920182796820112
Chula Vista,CA,"chula vista,CA",06,13392,Chula Vista city,275030.0,105173.0,697400.0,51264.0,40483.0,14491.0,12222.0,0.044438788495800456,0.19988364905646658
Toledo,OH,"toledo,OH",39,77000,Toledo city,268461.0,47532.0,107000.0,62502.0,24654.0,10000.0,11142.0,0.04150323510677528,0.12908392652936554
Madison,WI,"madison,WI",55,48000,Madison city,275568.0,76983.0,346900.0,58668.0,58554.0,27912.0,4429.0,0.016072258027056842,0.31377373279916393
Gilbert,AZ,"gilbert,AZ",04,27400,Gilbert town,271118.0,121351.0,518600.0,67753.0,52434.0,21710.0,4841.0,0.017855693830730532,0.2734750182577328
Reno,NV,"reno,NV",32,60600,Reno city,268959.0,78448.0,498600.0,55334.0,40244.0,17666.0,7425.0,0.027606438156001473,0.21531162742276705
Fort Wayne,IN,"fort wayne,IN",18,25000,Fort Wayne city,266235.0,60293.0,169700.0,68203.0,33722.0,12504.0,7615.0,0.028602550378425077,0.17362856123349674
North Las Vegas,NV,"north las vegas,NV",32,51800,North Las Vegas city,270773.0,76772.0,372300.0,53770.0,21611.0,8191.0,10760.0,0.039738083191455574,0.11006267242302593
St Petersburg,FL,"st petersburg,FL",,,,,,,,,,,,
Lubbock,TX,"lubbock,TX",48,45000,Lubbock city,261078.0,60487.0,197900.0,53474.0,31956.0,14238.0,6560.0,0.025126590520840514,0.17693562843288213
Irving,TX,"irving,TX",48,37000,Irving city,255036.0,79641.0,287300.0,36104.0,40887.0,22468.0,6036.0,0.02366724697689738,0.2484159099107577
Laredo,TX,"laredo,TX",48,41464,Laredo city,255949.0,63264.0,182400.0,48300.0,21942.0,7217.0,6262.0,0.024465811548394407,0.1139250397540135
Winston Salem,NC,"winston salem,NC",,,,,,,,,,,,
Chesapeake,VA,"chesapeake,VA",51,16000,Chesapeake city,251153.0,94189.0,359100.0,68140.0,38094.0,18364.0,6111.0,0.02433178182223585,0.22479524433313558
Glendale,AZ,"glendale,AZ",04,27820,Glendale city,250193.0,70139.0,347000.0,49985.0,24778.0,9740.0,6569.0,0.026255730575995333,0.13796549064122499
Garland,TX,"garland,TX",48,29000,Garland city,245298.0,74717.0,248900.0,49809.0,25524.0,10700.0,6405.0,0.02611109752219749,0.14767344209899796
Scottsdale,AZ,"scottsdale,AZ",04,65000,Scottsdale city,242169.0,107372.0,709900.0,79585.0,71323.0,29873.0,4482.0,0.018507736332891492,0.4178734685281766
Norfolk,VA,"norfolk,VA",51,57000,Norfolk city,235037.0,64017.0,271900.0,43159.0,29305.0,14301.0,6678.0,0.02841254781162115,0.185528235979867
Boise,ID,"boise,ID",,,,,,,,,,,,
Fremont,CA,"fremont,CA",06,26000,Fremont city,228518.0,176350.0,1289400.0,46384.0,53444.0,39303.0,5336.0,0.023350458169597143,0.40586299547519233
Spokane,WA,"spokane,WA",53,67000,Spokane city,229228.0,65745.0,326200.0,56329.0,33056.0,13601.0,6934.0,0.030249358717085173,0.20353970719109357
Santa Clarita,CA,"santa clarita,CA",06,69088,Santa Clarita city,229021.0,119926.0,721000.0,54220.0,40584.0,14406.0,6359.0,0.027766012723724025,0.24010898563887154
Baton Rouge,LA,"baton rouge,LA",22,05000,Baton Rouge city,223699.0,49944.0,224500.0,41074.0,26919.0,14295.0,10139.0,0.04532429738174958,0.18423864210389854
Richmond,VA,"richmond,VA",51,67000,Richmond city,227595.0,62671.0,328100.0,44386.0,41917.0,19760.0,7808.0,0.034306553307410094,0.2709945297568048
Hialeah,FL,"hialeah,FL",12,30000,Hialeah city,221901.0,53079.0,359200.0,36400.0,24712.0,6194.0,4319.0,0.019463634683935627,0.13927832682142036
San Bernardino,CA,"san bernardino,CA",06,65000,San Bernardino city,221774.0,63988.0,384900.0,30617.0,12246.0,3781.0,6645.0,0.029962935240379848,0.07226726306961141
Tacoma,WA,"tacoma,WA",53,70000,Tacoma city,220482.0,83857.0,454600.0,51744.0,33043.0,13633.0,6363.0,0.02885949873459058,0.21169982130060505
Modesto,CA,"modesto,CA",06,48354,Modesto city,218614.0,77899.0,415600.0,42321.0,19783.0,6291.0,7550.0,0.03453575708783518,0.11926958017327344
Huntsville,AL,"huntsville,AL",01,37000,Huntsville city,218814.0,70778.0,263100.0,54616.0,39738.0,21978.0,4973.0,0.022727064995841217,0.2820477665962873
Des Moines,IA,"des moines,IA",19,21000,Des Moines city,212464.0,63966.0,183700.0,54454.0,28075.0,8916.0,6872.0,0.032344303034867086,0.17410478951728292
Yonkers,NY,"yonkers,NY",36,84000,Yonkers city,209529.0,81816.0,478000.0,38031.0,28483.0,18164.0,8154.0,0.03891585412997724,0.22262789399080796
Rochester,NY,"rochester,NY",36,63000,Rochester city,209720.0,46628.0,120600.0,34304.0,24129.0,12077.0,8384.0,0.03997711234026321,0.17263971008964332
Moreno Valley,CA,"moreno valley,CA",06,49270,Moreno Valley city,210378.0,87477.0,461400.0,34437.0,15797.0,5266.0,7538.0,0.03583074275827321,0.10011978438810142
Fayetteville,NC,"fayetteville,NC",37,22920,Fayetteville city,209692.0,56395.0,171900.0,37857.0,24120.0,9685.0,6762.0,0.03224729603418347,0.16121263567518074
Fontana,CA,"fontana,CA",06,24680,Fontana city,211921.0,98187.0,558500.0,38364.0,19355.0,6093.0,7253.0,0.03422501781324173,0.12008248356698958
Columbus,GA,"columbus,GA",13,19000,Columbus city,204383.0,56622.0,182300.0,40491.0,23697.0,11986.0,5775.0,0.028255774697504194,0.17458888459411986
Worcester,MA,"worcester,MA",25,82000,Worcester city,205501.0,67544.0,339500.0,33510.0,27104.0,12902.0,6997.0,0.03404849611437414,0.19467545170096495
Port St Lucie,FL,"port st lucie,FL",,,,,,,,,,,,
Little Rock,AR,"little rock,AR",05,41000,Little Rock city,202739.0,60583.0,221200.0,47051.0,33774.0,15835.0,4271.0,0.021066494359743317,0.24469391680929667
Augusta,GA,"augusta,GA",,,,,,,,,,,,
Oxnard,CA,"oxnard,CA",06,54652,Oxnard city,201014.0,93372.0,617800.0,27916.0,17075.0,5830.0,6783.0,0.033743918334046386,0.11394728725362413
Birmingham,AL,"birmingham,AL",01,07000,Birmingham city,199322.0,44376.0,138600.0,39962.0,25377.0,9867.0,5872.0,0.029459868955760027,0.1768194178264316
Montgomery,AL,"montgomery,AL",01,51000,Montgomery city,198440.0,55687.0,148500.0,43705.0,25336.0,13542.0,5879.0,0.029626083450917155,0.19591816166095546
Frisco,TX,"frisco,TX",48,27684,Frisco city,210238.0,146158.0,595400.0,49287.0,52707.0,31514.0,4796.0,0.02281224136454875,0.400598369466985
Amarillo,TX,"amarillo,TX",48,03000,Amarillo city,200945.0,62469.0,186800.0,46816.0,22049.0,7908.0,3580.0,0.017815820249321955,0.1490805941924407
Salt Lake City,UT,"salt lake city,UT",49,67000,Salt Lake City city,203888.0,74925.0,495700.0,41606.0,39892.0,18802.0,4819.0,0.023635525386486698,0.2878737345993879
Grand Rapids,MI,"grand rapids,MI",26,34000,Grand Rapids city,197768.0,65526.0,225500.0,43670.0,34034.0,12908.0,5489.0,0.0277547429311112,0.23735892560980543
Huntington Beach,CA,"huntington beach,CA",06,36000,Huntington Beach city,196010.0,119885.0,1047300.0,43261.0,42974.0,17547.0,5933.0,0.030268863833477884,0.3087648589357686
Overland Park,KS,"overland park,KS",20,53775,Overland Park city,197199.0,103838.0,384400.0,51020.0,51262.0,25622.0,3837.0,0.01945750231999148,0.3898802732265377
Glendale,CA,"glendale,CA",06,30000,Glendale city,192270.0,84262.0,1043900.0,25800.0,41093.0,16501.0,8226.0,0.042783585582774224,0.2995475113122172
Tallahassee,FL,"tallahassee,FL",12,70600,Tallahassee city,199696.0,55931.0,276000.0,33045.0,31225.0,16257.0,7292.0,0.03651550356541944,0.23777141254707154
Grand Prairie,TX,"grand prairie,TX",48,30464,Grand Prairie city,198564.0,78889.0,272200.0,38764.0,24636.0,8834.0,5369.0,0.02703914103261417,0.1685602626860861
McKinney,TX,"mckinney,TX",48,45744,McKinney city,202314.0,120273.0,439500.0,44788.0,44585.0,19764.0,3772.0,0.01864428561542948,0.31806498808782385
Cape Coral,FL,"cape coral,FL",12,10275,Cape Coral city,206387.0,76062.0,339200.0,61579.0,26506.0,9507.0,4095.0,0.019841365977508272,0.1744925794744824
Sioux Falls,SD,"sioux falls,SD",46,59020,Sioux Falls city,197642.0,74714.0,271400.0,49677.0,33107.0,10737.0,2627.0,0.013291709252082047,0.22183543983566245
Peoria,AZ,"peoria,AZ",04,54050,Peoria city,194338.0,93403.0,429400.0,55218.0,29595.0,14487.0,3297.0,0.016965287282981197,0.22683160267163396
Providence,RI,"providence,RI",44,59000,Providence city,190214.0,66772.0,322800.0,28952.0,21990.0,11624.0,7468.0,0.03926104282544923,0.17671675060721082
Vancouver,WA,"vancouver,WA",53,74060,Vancouver city,192696.0,78156.0,440300.0,39754.0,26925.0,11009.0,5635.0,0.029242952630049404,0.19685930169801139
Knoxville,TN,"knoxville,TN",47,40000,Knoxville city,193721.0,50994.0,214000.0,39522.0,25343.0,10778.0,4518.0,0.023322200484201507,0.18645887642537465
Akron,OH,"akron,OH",39,01000,Akron city,189526.0,48544.0,111200.0,42563.0,19644.0,7326.0,7804.0,0.04117640851387145,0.1423023753996813
Shreveport,LA,"shreveport,LA",22,70000,Shreveport city,183483.0,48465.0,178100.0,40539.0,19296.0,9917.0,7308.0,0.03982930298719772,0.15921366012110114
Mobile,AL,"mobile,AL",01,50000,Mobile city,185097.0,51090.0,170300.0,39849.0,25221.0,9895.0,5263.0,0.028433740147058028,0.18971674311307044
Brownsville,TX,"brownsville,TX",48,10768,Brownsville city,188023.0,48675.0,122400.0,35067.0,17457.0,5522.0,5048.0,0.026847779261047852,0.1222137717194173
Newport News,VA,"newport news,VA",51,56000,Newport News city,184774.0,66718.0,243300.0,36452.0,21332.0,10608.0,5289.0,0.028624157078376827,0.17285981793975344
Fort Lauderdale,FL,"fort lauderdale,FL",12,24000,Fort Lauderdale city,183032.0,79935.0,455600.0,43380.0,32961.0,13696.0,5400.0,0.029503037720180078,0.2549117094278596
Chattanooga,TN,"chattanooga,TN",47,14000,Chattanooga city,182832.0,61028.0,259200.0,41403.0,27260.0,12773.0,4706.0,0.02573947667804323,0.21896057582917652
Tempe,AZ,"tempe,AZ",04,73000,Tempe city,186419.0,77643.0,421900.0,32030.0,34164.0,16852.0,6537.0,0.035066168148096495,0.27366309228136615
Aurora,IL,"aurora,IL",17,03012,Aurora city,179867.0,90109.0,260400.0,40356.0,25701.0,14043.0,5894.0,0.03276865684088799,0.22096326730306282
Santa Rosa,CA,"santa rosa,CA",06,70098,Santa Rosa city,177216.0,97410.0,685000.0,38324.0,26947.0,11411.0,5259.0,0.02967565005417118,0.21644772481040087
Eugene,OR,"eugene,OR",41,23850,Eugene city,177520.0,63836.0,435400.0,36246.0,27722.0,15797.0,7334.0,0.04131365479945922,0.24514984227129338
Elk Grove,CA,"elk grove,CA",06,22020,Elk Grove city,177221.0,122229.0,603400.0,40448.0,30042.0,9950.0,6021.0,0.03397452897794279,0.22566174437566655
Salem,OR,"salem,OR",41,64900,Salem city,176666.0,71900.0,382400.0,37359.0,22748.0,10184.0,4541.0,0.0257038705806437,0.18640825059717206
Ontario,CA,"ontario,CA",06,53896,Ontario city,178347.0,82806.0,568000.0,30202.0,17474.0,5051.0,5488.0,0.030771473588005405,0.12629873224668764
Cary,NC,"cary,NC",37,10740,Cary town,176686.0,129399.0,525200.0,45082.0,45333.0,29357.0,3257.0,0.018433831769353544,0.42272732417961806
Rancho Cucamonga,CA,"rancho cucamonga,CA",06,59451,Rancho Cucamonga city,174693.0,109511.0,694400.0,36663.0,27588.0,12524.0,5357.0,0.030665224136055824,0.2296142375481559
Oceanside,CA,"oceanside,CA",06,53322,Oceanside city,172542.0,93724.0,702000.0,35907.0,26769.0,11225.0,4823.0,0.02795261443590546,0.22020145819568568
Lancaster,CA,"lancaster,CA",06,40130,Lancaster city,170013.0,76083.0,409100.0,30484.0,13660.0,6577.0,5072.0,0.029833012769611734,0.11903207401786922
Garden Grove,CA,"garden grove,CA",06,29000,Garden Grove city,170603.0,90166.0,765500.0,26056.0,22463.0,4783.0,5098.0,0.02988224122670762,0.15970410836855156
Pembroke Pines,FL,"pembroke pines,FL",12,55775,Pembroke Pines city,170557.0,81675.0,411700.0,45330.0,29590.0,12499.0,3723.0,0.02182847962851129,0.24677380582444577
Fort Collins,CO,"fort collins,CO",08,27425,Fort Collins city,169705.0,83598.0,548400.0,36885.0,35815.0,19707.0,5273.0,0.031071565363424765,0.3271677322412422
Palmdale,CA,"palmdale,CA",06,55156,Palmdale city,165487.0,81151.0,435300.0,30782.0,11578.0,4357.0,5564.0,0.03362197634859536,0.09629155160224066
Springfield,MO,"springfield,MO",29,70000,Springfield city,169432.0,45984.0,165200.0,34069.0,20378.0,8784.0,3807.0,0.022469191179942397,0.17211624722602578
Clarksville,TN,"clarksville,TN",47,15160,Clarksville city,171897.0,66786.0,236100.0,36725.0,20024.0,9904.0,4579.0,0.026638044875710455,0.17410426010925148
Salinas,CA,"salinas,CA",06,64224,Salinas city,161993.0,89150.0,610900.0,20518.0,11054.0,2881.0,3447.0,0.021278697227657985,0.08602223552869569
Hayward,CA,"hayward,CA",06,33000,Hayward city,159201.0,113775.0,820700.0,28173.0,26425.0,8333.0,5169.0,0.032468389017656925,0.2183277743230256
Paterson,NJ,"paterson,NJ",34,57000,Paterson city,157660.0,53766.0,335400.0,13027.0,9417.0,2058.0,7667.0,0.04862996321197514,0.07278320436382088
Alexandria,VA,"alexandria,VA",51,01000,Alexandria city,156788.0,113638.0,696800.0,31674.0,37319.0,28341.0,3315.0,0.021143199734673573,0.4187820496466566
Macon,GA,"macon,GA",,,,,,,,,,,,
Corona,CA,"corona,CA",06,16350,Corona city,158839.0,106438.0,656500.0,30465.0,21925.0,8069.0,4567.0,0.02875238448995524,0.18883271740567492
Kansas City,KS,"kansas city,KS",20,36000,Kansas City city,154776.0,59183.0,147100.0,34323.0,12362.0,5810.0,4209.0,0.027194138626143588,0.11740838372874347
Lakewood,CO,"lakewood,CO",08,43000,Lakewood city,156309.0,85789.0,548200.0,40250.0,33914.0,13558.0,4137.0,0.0264668061340038,0.3037061205688732
Springfield,MA,"springfield,MA",25,67000,Springfield city,154751.0,51339.0,222700.0,28727.0,10519.0,6516.0,5702.0,0.03684628855387041,0.11008006410297834
Sunnyvale,CA,"sunnyvale,CA",06,77000,Sunnyvale city,153455.0,181862.0,1816600.0,25767.0,34012.0,33520.0,3682.0,0.023994004757094914,0.4400768955068261
Jackson,MS,"jackson,MS",28,36000,Jackson city,149827.0,43238.0,108200.0,30091.0,15650.0,7874.0,6708.0,0.04477163662090278,0.15700774893710748
Killeen,TX,"killeen,TX",48,39148,Killeen city,156144.0,58339.0,196000.0,29103.0,15062.0,4833.0,7120.0,0.04559893431704068,0.12741443795470847
Hollywood,FL,"hollywood,FL",12,32000,Hollywood city,152935.0,65359.0,374200.0,35244.0,21942.0,8571.0,5406.0,0.0353483506064668,0.19951613430542386
Murfreesboro,TN,"murfreesboro,TN",47,51560,Murfreesboro city,157547.0,76241.0,365100.0,31201.0,25869.0,10005.0,3212.0,0.02038756688480263,0.2277034789618336
Pasadena,TX,"pasadena,TX",48,56000,Pasadena city,149345.0,64270.0,193600.0,27011.0,9689.0,3649.0,6197.0,0.041494526097291505,0.08930998694298437
Bellevue,WA,"bellevue,WA",53,05210,Bellevue city,151199.0,161300.0,1203100.0,31899.0,40120.0,28594.0,3333.0,0.022043796585956257,0.45446067764998443
