City,State,Merge_Key,State_FIPS,Place_FIPS,NAME,Total_Population,Median_Household_Income,Median_Housing_Value,Owner_Occupied_Units,Bachelors_Degree_Count,Masters_Degree_Count,Unemployed_Count,Unemployment_Rate,Bachelors_Or_Higher_Rate
Fresno,CA,"fresno,CA",06,27000,Fresno city,538678.0,57211.0,273900.0,83175.0,52075.0,16210.0,23231.0,0.043125949082754446,0.12676404085557605
Sacramento,CA,"sacramento,CA",06,64000,Sacramento city,518605.0,71074.0,385500.0,97276.0,78879.0,29785.0,18557.0,0.035782531984843956,0.20953133888026532
Kansas City,MO,"kansas city,MO",29,38000,Kansas City city,502597.0,60042.0,175400.0,115117.0,78802.0,33718.0,14132.0,0.028117955339964227,0.22387718191712247
Mesa,AZ,"mesa,AZ",04,46000,Mesa city,497752.0,65725.0,269400.0,119067.0,66518.0,24393.0,12309.0,0.024729182404088782,0.1826431636638326
Atlanta,GA,"atlanta,GA",13,04000,Atlanta city,492204.0,69164.0,346600.0,99982.0,106927.0,53609.0,16818.0,0.03416875929492649,0.3261574469122559
Omaha,NE,"omaha,NE",31,37000,Omaha city,488059.0,65359.0,177700.0,113999.0,79427.0,29153.0,11895.0,0.024372053378792318,0.22247310263718115
Colorado Springs,CO,"colorado springs,CO",08,16000,Colorado Springs city,475282.0,71957.0,324100.0,115021.0,77324.0,38047.0,14636.0,0.030794349459899596,0.24274220357598225
Raleigh,NC,"raleigh,NC",37,55000,Raleigh city,462219.0,72996.0,285400.0,96662.0,101673.0,42606.0,12019.0,0.026002825500466228,0.31214424331323465
Long Beach,CA,"long beach,CA",06,43000,Long Beach city,466565.0,71150.0,614900.0,68892.0,68420.0,26416.0,17244.0,0.03695948045824269,0.2032642825758469
Virginia Beach,VA,"virginia beach,VA",51,82000,Virginia Beach city,457658.0,81810.0,295900.0,114998.0,76292.0,33486.0,10119.0,0.02211039684655354,0.23986907253888273
Miami,FL,"miami,FL",12,45000,Miami city,440807.0,47860.0,369100.0,54522.0,66303.0,27336.0,13561.0,0.030764030516756767,0.21242629994532755
Oakland,CA,"oakland,CA",06,53000,Oakland city,437548.0,85628.0,772400.0,69089.0,86249.0,44491.0,15337.0,0.03505215427793065,0.2988015029208224
Minneapolis,MN,"minneapolis,MN",27,43000,Minneapolis city,425091.0,70099.0,284400.0,87678.0,90455.0,41219.0,14572.0,0.034279718930770114,0.30975485249040796
Tulsa,OK,"tulsa,OK",40,75000,Tulsa city,410652.0,52438.0,151500.0,88080.0,56178.0,20915.0,13052.0,0.031783602661134,0.18773316579488228
Bakersfield,CA,"bakersfield,CA",06,03526,Bakersfield city,398756.0,69014.0,272000.0,73895.0,35871.0,13445.0,13908.0,0.034878472048069493,0.12367462809337038
Wichita,KS,"wichita,KS",20,79000,Wichita city,394574.0,56374.0,145300.0,89763.0,49712.0,21722.0,11920.0,0.030209795881127495,0.1810408187057434
Arlington,TX,"arlington,TX",48,04000,Arlington city,392304.0,65481.0,210800.0,74965.0,52268.0,20274.0,11882.0,0.030287736041437252,0.18491272074717566
Aurora,CO,"aurora,CO",08,04000,Aurora city,383496.0,72052.0,350200.0,86201.0,52188.0,21014.0,11455.0,0.029869933454325467,0.1908807393036694
Tampa,FL,"tampa,FL",12,71000,Tampa city,380476.0,59893.0,277700.0,76658.0,64644.0,27742.0,11091.0,0.02915032748451939,0.24281689252410138
New Orleans,LA,"new orleans,LA",22,55000,New Orleans city,383974.0,45594.0,255500.0,75228.0,60202.0,28665.0,16123.0,0.04198982222754666,0.23144014959346207
Cleveland,OH,"cleveland,OH",39,16000,Cleveland city,374861.0,33678.0,74700.0,69378.0,29366.0,13387.0,22257.0,0.05937400796561926,0.11405027463513143
Honolulu,HI,"honolulu,HI",,,,,,,,,,,,
Anaheim,CA,"anaheim,CA",06,02000,Anaheim city,348204.0,81806.0,623300.0,48152.0,42981.0,13950.0,10392.0,0.029844573870489714,0.16349898335458524
Lexington,KY,"lexington,KY",,,,,,,,,,,,
Stockton,CA,"stockton,CA",06,75000,Stockton city,317818.0,63916.0,324600.0,49229.0,23619.0,7751.0,11489.0,0.03614962022289486,0.09870428987659603
Corpus Christi,TX,"corpus christi,TX",48,17000,Corpus Christi city,318168.0,59993.0,157400.0,66785.0,30178.0,11763.0,8949.0,0.028126650071660254,0.1318202961957205
Henderson,NV,"henderson,NV",32,31900,Henderson city,311250.0,79611.0,365900.0,78349.0,48904.0,20715.0,10646.0,0.03420401606425703,0.22367550200803213
Riverside,CA,"riverside,CA",06,62000,Riverside city,314858.0,76755.0,418000.0,49208.0,27478.0,12895.0,10059.0,0.031947735169504984,0.1282260574608236
Newark,NJ,"newark,NJ",34,51000,Newark city,306247.0,41335.0,271700.0,25470.0,22638.0,6832.0,16540.0,0.05400869233004731,0.09622951408503594
St Paul,MN,"st paul,MN",,,,,,,,,,,,
Santa Ana,CA,"santa ana,CA",06,69000,Santa Ana city,313818.0,77283.0,556300.0,35029.0,24947.0,7084.0,8777.0,0.02796844030616472,0.10206871498766801
Cincinnati,OH,"cincinnati,OH",39,15000,Cincinnati city,308664.0,45235.0,162300.0,54647.0,46231.0,22137.0,11341.0,0.03674221807531815,0.22149651400876033
Irvine,CA,"irvine,CA",06,36770,Irvine city,297868.0,114027.0,900700.0,47667.0,74249.0,40246.0,8918.0,0.029939436260356937,0.38438167241865523
Orlando,FL,"orlando,FL",12,53000,Orlando city,302968.0,58968.0,283700.0,45358.0,53586.0,22066.0,9849.0,0.03250838372369359,0.24970293892424283
Pittsburgh,PA,"pittsburgh,PA",42,61000,Pittsburgh city,303207.0,54306.0,147600.0,65227.0,49070.0,28580.0,9082.0,0.029953134327373707,0.2560956706144647
St Louis,MO,"st louis,MO",,,,,,,,,,,,
Greensboro,NC,"greensboro,NC",37,28000,Greensboro city,295483.0,51667.0,169100.0,59458.0,46870.0,20424.0,9784.0,0.03311188799355631,0.2277423743497934
Jersey City,NJ,"jersey city,NJ",34,36000,Jersey City city,287146.0,81390.0,437200.0,34193.0,59190.0,35214.0,9291.0,0.03235636226867169,0.3287665508138717
Anchorage,AK,"anchorage,AK",,,,,,,,,,,,
Lincoln,NE,"lincoln,NE",31,28000,Lincoln city,289136.0,62566.0,193800.0,65807.0,45123.0,17531.0,5535.0,0.019143240551159315,0.21669387416302363
Plano,TX,"plano,TX",48,58016,Plano city,282181.0,99729.0,358100.0,61067.0,68484.0,35384.0,6458.0,0.022886019965908406,0.368089984796992
Durham,NC,"durham,NC",37,19000,Durham city,279106.0,66623.0,264100.0,61047.0,52758.0,30145.0,7243.0,0.02595071406562381,0.2970305188709666
Buffalo,NY,"buffalo,NY",36,11000,Buffalo city,276011.0,42186.0,112900.0,50435.0,30645.0,16231.0,10232.0,0.0370709863012706,0.16983381097130187
Chandler,AZ,"chandler,AZ",04,12000,Chandler city,272439.0,91299.0,351600.0,66705.0,53027.0,23970.0,6166.0,0.02263258931357111,0.2826210637977676
Chula Vista,CA,"chula vista,CA",06,13392,Chula Vista city,274818.0,92913.0,565400.0,49028.0,37281.0,13604.0,13297.0,0.04838474917945695,0.18515890516632827
Toledo,OH,"toledo,OH",39,77000,Toledo city,271454.0,41671.0,87400.0,60341.0,23868.0,8316.0,11543.0,0.042522858384846055,0.1185615242361505
Madison,WI,"madison,WI",55,48000,Madison city,265447.0,70466.0,277800.0,55856.0,54540.0,26676.0,4359.0,0.01642135718241306,0.3059593817221517
Gilbert,AZ,"gilbert,AZ",04,27400,Gilbert town,262249.0,105733.0,377800.0,65587.0,49839.0,19251.0,4903.0,0.018695972148606858,0.26345191020747455
Reno,NV,"reno,NV",32,60600,Reno city,259913.0,67557.0,391500.0,51802.0,38729.0,16503.0,6955.0,0.026758953957670452,0.21250187562761386
Fort Wayne,IN,"fort wayne,IN",18,25000,Fort Wayne city,262676.0,53978.0,130700.0,66658.0,32454.0,12130.0,8134.0,0.030965904764805312,0.16973000959356774
North Las Vegas,NV,"north las vegas,NV",32,51800,North Las Vegas city,259638.0,64738.0,279800.0,48819.0,19256.0,7059.0,10231.0,0.03940486369483666,0.10135265253930473
St Petersburg,FL,"st petersburg,FL",,,,,,,,,,,,
Lubbock,TX,"lubbock,TX",48,45000,Lubbock city,255537.0,54060.0,156400.0,50980.0,30866.0,12583.0,5670.0,0.022188567604691296,0.17003017175594923
Irving,TX,"irving,TX",48,37000,Irving city,254184.0,69961.0,218900.0,33772.0,39028.0,20272.0,6266.0,0.024651433607150726,0.2332955654171781
Laredo,TX,"laredo,TX",48,41464,Laredo city,254697.0,55603.0,147700.0,45241.0,20129.0,6461.0,6398.0,0.025120044602017298,0.10439855985739918
Winston Salem,NC,"winston salem,NC",,,,,,,,,,,,
Chesapeake,VA,"chesapeake,VA",51,16000,Chesapeake city,247172.0,85563.0,291700.0,64970.0,36981.0,16899.0,6166.0,0.024946191316168497,0.21798585600310716
Glendale,AZ,"glendale,AZ",04,27820,Glendale city,245685.0,60499.0,252200.0,46907.0,21569.0,9581.0,7080.0,0.02881738811893278,0.1267883672181859
Garland,TX,"garland,TX",48,29000,Garland city,245075.0,65278.0,190700.0,50009.0,23382.0,9414.0,7106.0,0.028995205549321636,0.1338202591043558
Scottsdale,AZ,"scottsdale,AZ",04,65000,Scottsdale city,238685.0,97409.0,540000.0,75531.0,66714.0,30550.0,4751.0,0.019904895573664035,0.407499423926933
Norfolk,VA,"norfolk,VA",51,57000,Norfolk city,238556.0,56244.0,223300.0,40439.0,28751.0,13275.0,7825.0,0.03280152249367025,0.1761682791461963
Boise,ID,"boise,ID",,,,,,,,,,,,
Fremont,CA,"fremont,CA",06,26000,Fremont city,231502.0,153475.0,1069700.0,46170.0,50692.0,37974.0,5034.0,0.02174495252740797,0.3830031705989581
Spokane,WA,"spokane,WA",53,67000,Spokane city,225709.0,56977.0,236300.0,53550.0,31808.0,13500.0,6959.0,0.030831734667204232,0.200736346357478
Santa Clarita,CA,"santa clarita,CA",06,69088,Santa Clarita city,227182.0,106166.0,591400.0,51555.0,37894.0,13147.0,6537.0,0.028774286695248744,0.22467008829924906
Baton Rouge,LA,"baton rouge,LA",22,05000,Baton Rouge city,225539.0,46282.0,191100.0,41938.0,27229.0,14574.0,10890.0,0.048284332199752596,0.18534710183161227
Richmond,VA,"richmond,VA",51,67000,Richmond city,225676.0,54795.0,263000.0,42865.0,40123.0,19345.0,7624.0,0.033782945461635266,0.26351051950584026
Hialeah,FL,"hialeah,FL",12,30000,Hialeah city,224362.0,43181.0,280000.0,35759.0,22178.0,5548.0,4620.0,0.02059172230591633,0.12357707633199919
San Bernardino,CA,"san bernardino,CA",06,65000,San Bernardino city,220821.0,55372.0,293000.0,30121.0,11528.0,3982.0,8313.0,0.03764587607156928,0.07023788498376513
Tacoma,WA,"tacoma,WA",53,70000,Tacoma city,217332.0,69956.0,347100.0,48625.0,30098.0,12398.0,5820.0,0.02677930539451162,0.1955349419321591
Modesto,CA,"modesto,CA",06,48354,Modesto city,217728.0,67011.0,330000.0,40598.0,19134.0,5433.0,8154.0,0.037450396825396824,0.11283344356261023
Huntsville,AL,"huntsville,AL",01,37000,Huntsville city,210081.0,60959.0,194500.0,51883.0,38303.0,19705.0,5271.0,0.025090322304254075,0.2761220672026504
Des Moines,IA,"des moines,IA",19,21000,Des Moines city,213545.0,58444.0,149700.0,52175.0,26995.0,8642.0,6783.0,0.03176379685780514,0.16688285841391745
Yonkers,NY,"yonkers,NY",36,84000,Yonkers city,209730.0,72403.0,420000.0,37942.0,27298.0,18076.0,7592.0,0.03619892242406904,0.21634482429790683
Rochester,NY,"rochester,NY",36,63000,Rochester city,211100.0,40083.0,93100.0,33857.0,22806.0,12096.0,9316.0,0.04413074372335386,0.16533396494552344
Moreno Valley,CA,"moreno valley,CA",06,49270,Moreno Valley city,208371.0,73635.0,353400.0,32977.0,14886.0,5506.0,8002.0,0.038402656799650624,0.097863906205758
Fayetteville,NC,"fayetteville,NC",37,22920,Fayetteville city,208497.0,48923.0,138800.0,35600.0,23139.0,8733.0,7214.0,0.03460001822568191,0.15286550885624253
Fontana,CA,"fontana,CA",06,24680,Fontana city,208087.0,83468.0,423100.0,36632.0,18222.0,5149.0,6462.0,0.03105431862634379,0.11231359960016724
Columbus,GA,"columbus,GA",13,19000,Columbus city,204366.0,50542.0,146000.0,38080.0,22195.0,10844.0,7227.0,0.035363025160741024,0.1616658348257538
Worcester,MA,"worcester,MA",25,82000,Worcester city,203867.0,56746.0,259800.0,33416.0,25519.0,11716.0,6553.0,0.03214350532454983,0.18264358625966928
Port St Lucie,FL,"port st lucie,FL",,,,,,,,,,,,
Little Rock,AR,"little rock,AR",05,41000,Little Rock city,201893.0,56928.0,179500.0,46718.0,34189.0,15907.0,4701.0,0.023284611155414005,0.24813143595865136
Augusta,GA,"augusta,GA",,,,,,,,,,,,
Oxnard,CA,"oxnard,CA",06,54652,Oxnard city,202981.0,83180.0,496100.0,27642.0,17355.0,5220.0,6797.0,0.03348589276828866,0.11121730605327593
Birmingham,AL,"birmingham,AL",01,07000,Birmingham city,202234.0,39403.0,102900.0,39191.0,24648.0,9585.0,7870.0,0.03891531592116063,0.16927420710661906
Montgomery,AL,"montgomery,AL",01,51000,Montgomery city,201022.0,49989.0,125600.0,42143.0,25568.0,13505.0,6367.0,0.0316731502024654,0.19437176030484227
Frisco,TX,"frisco,TX",48,27684,Frisco city,193140.0,134210.0,448000.0,46103.0,47332.0,27591.0,4164.0,0.021559490525007767,0.38792067929998963
Amarillo,TX,"amarillo,TX",48,03000,Amarillo city,200371.0,55174.0,148500.0,46128.0,21304.0,7005.0,3594.0,0.017936727370727303,0.14128292018306043
Salt Lake City,UT,"salt lake city,UT",49,67000,Salt Lake City city,199153.0,65880.0,380200.0,40193.0,37700.0,17817.0,4733.0,0.02376564751723549,0.27876557219825965
Grand Rapids,MI,"grand rapids,MI",26,34000,Grand Rapids city,197858.0,55385.0,168700.0,42718.0,32490.0,12256.0,6672.0,0.033721153554569436,0.22615208887181718
Huntington Beach,CA,"huntington beach,CA",06,36000,Huntington Beach city,198735.0,104728.0,845500.0,43013.0,41685.0,16771.0,6095.0,0.03066898130676529,0.29414043827207087
Overland Park,KS,"overland park,KS",20,53775,Overland Park city,195249.0,92769.0,314500.0,50913.0,49854.0,24285.0,3464.0,0.017741448099606143,0.37971513298403575
Glendale,CA,"glendale,CA",06,30000,Glendale city,196512.0,74488.0,865400.0,24817.0,40797.0,15639.0,7990.0,0.04065909460999837,0.2871885686370298
Tallahassee,FL,"tallahassee,FL",12,70600,Tallahassee city,195057.0,49077.0,223400.0,32483.0,29573.0,14604.0,7750.0,0.03973197578143824,0.22648251536730288
Grand Prairie,TX,"grand prairie,TX",48,30464,Grand Prairie city,195992.0,73352.0,203600.0,38305.0,21497.0,8168.0,5295.0,0.02701640883301359,0.1513582187028042
McKinney,TX,"mckinney,TX",48,45744,McKinney city,189394.0,106437.0,349600.0,42685.0,41782.0,16178.0,3548.0,0.018733434005301117,0.30602870207081534
Cape Coral,FL,"cape coral,FL",12,10275,Cape Coral city,193003.0,65282.0,255700.0,57314.0,22887.0,7730.0,4806.0,0.024901167339367782,0.15863483987295535
Sioux Falls,SD,"sioux falls,SD",46,59020,Sioux Falls city,189258.0,66761.0,218600.0,46658.0,30106.0,10221.0,2703.0,0.014282091113717782,0.21307949994187828
Peoria,AZ,"peoria,AZ",04,54050,Peoria city,187733.0,81017.0,314000.0,52869.0,28722.0,12687.0,3750.0,0.019975177512744163,0.22057390016672615
Providence,RI,"providence,RI",44,59000,Providence city,188812.0,55787.0,248900.0,27243.0,20649.0,11259.0,7262.0,0.038461538461538464,0.1689934961760905
Vancouver,WA,"vancouver,WA",53,74060,Vancouver city,188331.0,67462.0,343900.0,38655.0,25830.0,9935.0,5384.0,0.028587964806643624,0.18990500767266144
Knoxville,TN,"knoxville,TN",47,40000,Knoxville city,189339.0,44308.0,154500.0,38785.0,24310.0,10515.0,5272.0,0.027844237056285286,0.18392935422707418
Akron,OH,"akron,OH",39,01000,Akron city,191483.0,42129.0,87100.0,41753.0,18685.0,7021.0,8457.0,0.04416580061937613,0.1342469044249359
Shreveport,LA,"shreveport,LA",22,70000,Shreveport city,189374.0,41782.0,155000.0,39636.0,18568.0,9814.0,7680.0,0.040554669595615024,0.14987273860192002
Mobile,AL,"mobile,AL",01,50000,Mobile city,187445.0,44780.0,138400.0,39551.0,24380.0,9728.0,5606.0,0.02990743951559124,0.18196270906132467
Brownsville,TX,"brownsville,TX",48,10768,Brownsville city,185849.0,43174.0,95700.0,33411.0,15777.0,5053.0,5100.0,0.027441632723339916,0.11208023718179813
Newport News,VA,"newport news,VA",51,56000,Newport News city,185069.0,57463.0,204900.0,35598.0,21056.0,9699.0,5074.0,0.027416801301136332,0.1661812621238565
Fort Lauderdale,FL,"fort lauderdale,FL",12,24000,Fort Lauderdale city,182247.0,66994.0,364100.0,42767.0,32617.0,13716.0,6497.0,0.035649420840946626,0.2542318940778175
Chattanooga,TN,"chattanooga,TN",47,14000,Chattanooga city,180353.0,50437.0,189500.0,39485.0,25112.0,10370.0,4828.0,0.026769723819398624,0.19673640028166983
Tempe,AZ,"tempe,AZ",04,73000,Tempe city,178862.0,64080.0,321300.0,29205.0,30849.0,15847.0,6725.0,0.03759881920139549,0.26107278236852993
Aurora,IL,"aurora,IL",17,03012,Aurora city,183447.0,79642.0,208500.0,40701.0,24524.0,13004.0,5727.0,0.031218826145971316,0.20457134758268056
Santa Rosa,CA,"santa rosa,CA",06,70098,Santa Rosa city,179213.0,84823.0,598700.0,37419.0,27062.0,10978.0,5310.0,0.02962954696366893,0.21226138728775257
Eugene,OR,"eugene,OR",41,23850,Eugene city,173278.0,55776.0,337200.0,35415.0,26621.0,15015.0,6918.0,0.03992428352127795,0.24028439848105357
Elk Grove,CA,"elk grove,CA",06,22020,Elk Grove city,175510.0,106797.0,466600.0,40162.0,28125.0,9846.0,5526.0,0.03148538544812261,0.2163466469147057
Salem,OR,"salem,OR",41,64900,Salem city,174193.0,62185.0,289500.0,35368.0,21307.0,9746.0,5324.0,0.030563799923073832,0.17826778343561453
Ontario,CA,"ontario,CA",06,53896,Ontario city,175223.0,71908.0,438300.0,28281.0,15347.0,4250.0,5611.0,0.03202205189957939,0.11184034059455665
Cary,NC,"cary,NC",37,10740,Cary town,171603.0,113782.0,404300.0,43086.0,43820.0,27079.0,3479.0,0.020273538341404287,0.41315711263789096
Rancho Cucamonga,CA,"rancho cucamonga,CA",06,59451,Rancho Cucamonga city,173946.0,97046.0,551700.0,35338.0,26732.0,11524.0,4598.0,0.026433490853483264,0.2199303232037529
Oceanside,CA,"oceanside,CA",06,53322,Oceanside city,174461.0,80837.0,568700.0,34862.0,25020.0,10834.0,5679.0,0.03255168776975943,0.20551297997833326
Lancaster,CA,"lancaster,CA",06,40130,Lancaster city,171820.0,61454.0,303400.0,28834.0,12717.0,6519.0,5031.0,0.02928064253288325,0.11195437085321848
Garden Grove,CA,"garden grove,CA",06,29000,Garden Grove city,172708.0,78046.0,601000.0,25879.0,20667.0,4607.0,5162.0,0.02988859809620863,0.1463394863005767
Pembroke Pines,FL,"pembroke pines,FL",12,55775,Pembroke Pines city,170346.0,73024.0,324300.0,43116.0,26954.0,11569.0,4586.0,0.026921677057283412,0.22614560952414497
Fort Collins,CO,"fort collins,CO",08,27425,Fort Collins city,166788.0,72932.0,431300.0,35622.0,33060.0,17623.0,5312.0,0.031848814063361874,0.30387677770583016
Palmdale,CA,"palmdale,CA",06,55156,Palmdale city,167987.0,70858.0,332400.0,30096.0,11033.0,4283.0,5690.0,0.033871668641025796,0.09117372177608982
Springfield,MO,"springfield,MO",29,70000,Springfield city,168603.0,39991.0,127800.0,33841.0,19468.0,8791.0,4582.0,0.027176266139985646,0.1676067448384667
Clarksville,TN,"clarksville,TN",47,15160,Clarksville city,163518.0,58838.0,172700.0,32487.0,18612.0,8153.0,4481.0,0.02740371090644455,0.16368228574224244
Salinas,CA,"salinas,CA",06,64224,Salinas city,163004.0,75747.0,477200.0,20223.0,10868.0,3128.0,3965.0,0.02432455645260239,0.08586292360923659
Hayward,CA,"hayward,CA",06,33000,Hayward city,162254.0,98837.0,653500.0,27615.0,25068.0,7932.0,4829.0,0.02976197813305065,0.20338481639897937
Paterson,NJ,"paterson,NJ",34,57000,Paterson city,157927.0,48540.0,269200.0,13043.0,9890.0,1842.0,6977.0,0.04417863949799591,0.07428748725677053
Alexandria,VA,"alexandria,VA",51,01000,Alexandria city,158185.0,105450.0,579100.0,31857.0,37240.0,28301.0,3244.0,0.0205076334671429,0.4143313209217056
Macon,GA,"macon,GA",,,,,,,,,,,,
Corona,CA,"corona,CA",06,16350,Corona city,157844.0,95268.0,530100.0,29158.0,20032.0,7255.0,3611.0,0.022877017815057906,0.17287321659359875
Kansas City,KS,"kansas city,KS",20,36000,Kansas City city,155745.0,50707.0,112500.0,33002.0,12237.0,4741.0,4862.0,0.03121769559215384,0.10901152524960672
Lakewood,CO,"lakewood,CO",08,43000,Lakewood city,155608.0,75343.0,428800.0,39261.0,32198.0,12670.0,3975.0,0.025544959128065394,0.2883399311089404
Springfield,MA,"springfield,MA",25,67000,Springfield city,155770.0,43308.0,168700.0,27577.0,11498.0,5725.0,6580.0,0.0422417667073249,0.11056686139821532
Sunnyvale,CA,"sunnyvale,CA",06,77000,Sunnyvale city,155550.0,161670.0,1528500.0,26112.0,33463.0,32948.0,3713.0,0.023870138219222115,0.42694310511089684
Jackson,MS,"jackson,MS",28,36000,Jackson city,156803.0,39969.0,92900.0,29593.0,15681.0,8237.0,8141.0,0.05191864951563427,0.15253534690025064
Killeen,TX,"killeen,TX",48,39148,Killeen city,150082.0,52072.0,147400.0,25065.0,13625.0,4886.0,7003.0,0.04666115856665023,0.12333924121480258
Hollywood,FL,"hollywood,FL",12,32000,Hollywood city,152597.0,56912.0,296000.0,33300.0,19285.0,8124.0,5605.0,0.03673073520449288,0.17961689941479847
Murfreesboro,TN,"murfreesboro,TN",47,51560,Murfreesboro city,148970.0,66984.0,274600.0,28862.0,25077.0,8574.0,3743.0,0.02512586426797342,0.22589111901725178
Pasadena,TX,"pasadena,TX",48,56000,Pasadena city,151964.0,61182.0,142900.0,26107.0,9131.0,3338.0,7470.0,0.04915637914242847,0.08205232818299071
Bellevue,WA,"bellevue,WA",53,05210,Bellevue city,149365.0,140252.0,951200.0,31356.0,39266.0,27473.0,3225.0,0.021591403608609783,0.4468181970341111
