City,State,Merge_Key,State_FIPS,Place_FIPS,NAME,Total_Population,Median_Household_Income,Median_Housing_Value,Owner_Occupied_Units,Bachelors_Degree_Count,Masters_Degree_Count,Unemployed_Count,Unemployment_Rate,Bachelors_Or_Higher_Rate
Oakland,CA,"oakland,CA",06,53000,Oakland city,437825.0,94389.0,883800.0,71633.0,87954.0,46803.0,14363.0,0.032805344601153426,0.3077873579626563
Minneapolis,MN,"minneapolis,MN",27,43000,Minneapolis city,426877.0,76332.0,328700.0,89348.0,92374.0,42440.0,14986.0,0.03510613127434835,0.315814625758708
Tulsa,OK,"tulsa,OK",40,75000,Tulsa city,411938.0,56648.0,174200.0,88734.0,56442.0,21565.0,12203.0,0.029623389927610464,0.18936587544727604
Bakersfield,CA,"bakersfield,CA",06,03526,Bakersfield city,404321.0,73827.0,320600.0,75147.0,37114.0,13671.0,13193.0,0.03263001427083926,0.12560564501967497
Wichita,KS,"wichita,KS",20,79000,Wichita city,395951.0,60712.0,166400.0,91242.0,50377.0,22417.0,11567.0,0.029213210725569577,0.18384598094208626
Arlington,TX,"arlington,TX",48,04000,Arlington city,393469.0,71736.0,251300.0,75484.0,53500.0,20913.0,11868.0,0.030162477857213654,0.18912036272234917
Aurora,CO,"aurora,CO",08,04000,Aurora city,387349.0,78685.0,409700.0,88265.0,53454.0,21295.0,11818.0,0.03050995355609541,0.19297584348997932
Tampa,FL,"tampa,FL",12,71000,Tampa city,388768.0,66802.0,333200.0,79321.0,67875.0,29465.0,10695.0,0.02750998024528768,0.25038068976870526
New Orleans,LA,"new orleans,LA",22,55000,New Orleans city,380408.0,51116.0,281500.0,76725.0,60578.0,30525.0,16040.0,0.04216525414817775,0.2394876027843789
Cleveland,OH,"cleveland,OH",39,16000,Cleveland city,370365.0,37271.0,87400.0,68705.0,30805.0,13605.0,21315.0,0.05755133449435017,0.11990873867671081
Honolulu,HI,"honolulu,HI",,,,,,,,,,,,
Anaheim,CA,"anaheim,CA",06,02000,Anaheim city,347111.0,88538.0,713600.0,48806.0,44622.0,14393.0,10036.0,0.02891294139338713,0.1700176600568694
Lexington,KY,"lexington,KY",,,,,,,,,,,,
Stockton,CA,"stockton,CA",06,75000,Stockton city,320030.0,71612.0,382000.0,50125.0,24634.0,7636.0,11300.0,0.035309189763459675,0.10083429678467644
Corpus Christi,TX,"corpus christi,TX",48,17000,Corpus Christi city,317804.0,64449.0,180900.0,67302.0,30648.0,12177.0,8636.0,0.027173981447684736,0.13475286654667656
Henderson,NV,"henderson,NV",32,31900,Henderson city,318063.0,85311.0,427900.0,81210.0,50618.0,21323.0,11061.0,0.03477612925741127,0.22618474956219364
Riverside,CA,"riverside,CA",06,62000,Riverside city,316076.0,83448.0,485500.0,50227.0,28288.0,13259.0,9719.0,0.03074893380073147,0.1314462344499424
Newark,NJ,"newark,NJ",34,51000,Newark city,307355.0,46460.0,312300.0,26936.0,23705.0,7674.0,16062.0,0.052258788697109204,0.10209367018594134
St Paul,MN,"st paul,MN",,,,,,,,,,,,
Santa Ana,CA,"santa ana,CA",06,69000,Santa Ana city,311379.0,84210.0,624000.0,34749.0,25436.0,7597.0,8989.0,0.02886835656868318,0.10608615224533446
Cincinnati,OH,"cincinnati,OH",39,15000,Cincinnati city,308870.0,49191.0,192000.0,55455.0,46915.0,22543.0,11409.0,0.03693787030142131,0.22487778029591737
Irvine,CA,"irvine,CA",06,36770,Irvine city,304527.0,122948.0,1025700.0,48451.0,76758.0,42534.0,8902.0,0.029232219146413947,0.39172881222354666
Orlando,FL,"orlando,FL",12,53000,Orlando city,307738.0,66292.0,332700.0,48099.0,56312.0,23489.0,9249.0,0.030054786864150675,0.2593147417608485
Pittsburgh,PA,"pittsburgh,PA",42,61000,Pittsburgh city,303843.0,60187.0,171800.0,64984.0,50100.0,28984.0,9602.0,0.03160184700651323,0.26027915732796214
St Louis,MO,"st louis,MO",,,,,,,,,,,,
Greensboro,NC,"greensboro,NC",37,28000,Greensboro city,297202.0,55051.0,197200.0,59562.0,46732.0,20672.0,8610.0,0.02897019535534754,0.22679524363900647
Jersey City,NJ,"jersey city,NJ",34,36000,Jersey City city,287899.0,91151.0,500100.0,34882.0,59973.0,36807.0,9424.0,0.0327337017495719,0.33615955595538716
Anchorage,AK,"anchorage,AK",,,,,,,,,,,,
Lincoln,NE,"lincoln,NE",31,28000,Lincoln city,290531.0,67846.0,230400.0,66654.0,46447.0,18201.0,5454.0,0.018772523414024665,0.22251670217635983
Plano,TX,"plano,TX",48,58016,Plano city,284948.0,105679.0,412500.0,60957.0,68986.0,36106.0,7050.0,0.02474135631764392,0.36881115150834537
Durham,NC,"durham,NC",37,19000,Durham city,284094.0,74710.0,316600.0,62613.0,54704.0,31666.0,6927.0,0.024382774715411098,0.3040190922722761
Buffalo,NY,"buffalo,NY",36,11000,Buffalo city,276688.0,46184.0,132100.0,50693.0,30868.0,16705.0,9348.0,0.03378534667206384,0.17193734459029666
Chandler,AZ,"chandler,AZ",04,12000,Chandler city,275618.0,99374.0,423900.0,67461.0,54539.0,24450.0,5935.0,0.02153342669927218,0.28658868433846846
Chula Vista,CA,"chula vista,CA",06,13392,Chula Vista city,276103.0,101984.0,647100.0,49795.0,38313.0,14215.0,12334.0,0.04467173482359844,0.19024784229073932
Toledo,OH,"toledo,OH",39,77000,Toledo city,269962.0,45405.0,98800.0,61663.0,24074.0,9328.0,10877.0,0.04029085575006853,0.12372852475533594
Madison,WI,"madison,WI",55,48000,Madison city,268516.0,74895.0,326600.0,56660.0,56211.0,26836.0,4158.0,0.015485110756900893,0.3092813836047014
Gilbert,AZ,"gilbert,AZ",04,27400,Gilbert town,267267.0,115179.0,454300.0,67440.0,50817.0,20732.0,5063.0,0.018943603213266134,0.26770607669484076
Reno,NV,"reno,NV",32,60600,Reno city,265196.0,73073.0,462100.0,53395.0,39161.0,17060.0,7340.0,0.027677642196714883,0.21199791852064134
Fort Wayne,IN,"fort wayne,IN",18,25000,Fort Wayne city,264514.0,58233.0,152500.0,67430.0,32667.0,12213.0,7958.0,0.030085364101711063,0.16966965831676206
North Las Vegas,NV,"north las vegas,NV",32,51800,North Las Vegas city,264022.0,71774.0,340200.0,50931.0,20550.0,7715.0,10863.0,0.041144298581178844,0.10705547265000644
St Petersburg,FL,"st petersburg,FL",,,,,,,,,,,,
Lubbock,TX,"lubbock,TX",48,45000,Lubbock city,258190.0,58734.0,181600.0,52449.0,31072.0,13246.0,6200.0,0.0240133235214377,0.17164878577791548
Irving,TX,"irving,TX",48,37000,Irving city,254962.0,76686.0,259500.0,34488.0,40066.0,21313.0,5824.0,0.022842619684502005,0.24073783544214433
Laredo,TX,"laredo,TX",48,41464,Laredo city,255293.0,60928.0,164400.0,46669.0,21536.0,6766.0,6689.0,0.026201266779739357,0.11086085399913041
Winston Salem,NC,"winston salem,NC",,,,,,,,,,,,
Chesapeake,VA,"chesapeake,VA",51,16000,Chesapeake city,249377.0,92703.0,339500.0,66988.0,37311.0,17523.0,6202.0,0.024869975980142515,0.21988395080540707
Glendale,AZ,"glendale,AZ",04,27820,Glendale city,248083.0,66375.0,310000.0,48876.0,22780.0,9723.0,6997.0,0.028204270345005503,0.13101663556148546
Garland,TX,"garland,TX",48,29000,Garland city,244026.0,71044.0,229000.0,49474.0,24306.0,9877.0,6719.0,0.02753395130027128,0.14007933580847942
Scottsdale,AZ,"scottsdale,AZ",04,65000,Scottsdale city,240537.0,104197.0,651800.0,77574.0,69885.0,29735.0,4567.0,0.01898668396130325,0.41415665781148014
Norfolk,VA,"norfolk,VA",51,57000,Norfolk city,236973.0,60998.0,254200.0,42001.0,29179.0,13953.0,7380.0,0.031142788418933802,0.18201229675954644
Boise,ID,"boise,ID",,,,,,,,,,,,
Fremont,CA,"fremont,CA",06,26000,Fremont city,228795.0,169023.0,1231500.0,45534.0,52373.0,38353.0,4967.0,0.021709390502414827,0.3965383858913001
Spokane,WA,"spokane,WA",53,67000,Spokane city,227922.0,63316.0,286900.0,55211.0,33043.0,13489.0,7152.0,0.03137915602706189,0.2041575626749502
Santa Clarita,CA,"santa clarita,CA",06,69088,Santa Clarita city,225850.0,116186.0,669200.0,52192.0,38960.0,13417.0,6531.0,0.028917423068408235,0.2319105601062652
Baton Rouge,LA,"baton rouge,LA",22,05000,Baton Rouge city,225500.0,50155.0,217700.0,41891.0,27639.0,14811.0,9830.0,0.043592017738359204,0.18824833702882485
Richmond,VA,"richmond,VA",51,67000,Richmond city,227171.0,59606.0,308300.0,43752.0,41357.0,19960.0,7885.0,0.034709535988308365,0.26991561422892885
Hialeah,FL,"hialeah,FL",12,30000,Hialeah city,222996.0,49531.0,324300.0,36109.0,23273.0,6146.0,4275.0,0.019170747457353494,0.13192613320418303
San Bernardino,CA,"san bernardino,CA",06,65000,San Bernardino city,221041.0,61323.0,347100.0,30532.0,11518.0,4190.0,7651.0,0.03461348799543976,0.07106373930628254
Tacoma,WA,"tacoma,WA",53,70000,Tacoma city,219234.0,79085.0,415300.0,50677.0,31801.0,13287.0,6307.0,0.028768347975222822,0.20566153060200518
Modesto,CA,"modesto,CA",06,48354,Modesto city,218308.0,73375.0,381800.0,41439.0,19286.0,5653.0,8046.0,0.036856184839767665,0.11423768254026422
Huntsville,AL,"huntsville,AL",01,37000,Huntsville city,215025.0,67874.0,236300.0,53060.0,39003.0,21086.0,5158.0,0.02398790838274619,0.27945122660155797
Des Moines,IA,"des moines,IA",19,21000,Des Moines city,213164.0,62378.0,170700.0,53580.0,27602.0,8655.0,7043.0,0.0330402882287816,0.17008969619635586
Yonkers,NY,"yonkers,NY",36,84000,Yonkers city,209780.0,78208.0,456500.0,39319.0,28624.0,18542.0,7277.0,0.03468872151778053,0.22483554199637715
Rochester,NY,"rochester,NY",36,63000,Rochester city,210992.0,44156.0,111400.0,34065.0,23103.0,12252.0,8855.0,0.04196841586410859,0.1675655949040722
Moreno Valley,CA,"moreno valley,CA",06,49270,Moreno Valley city,209578.0,82637.0,421400.0,34010.0,15389.0,5302.0,7714.0,0.03680729847598507,0.09872696561662006
Fayetteville,NC,"fayetteville,NC",37,22920,Fayetteville city,208697.0,53424.0,158500.0,36739.0,24006.0,9032.0,6920.0,0.033158119187146916,0.15830606094002309
Fontana,CA,"fontana,CA",06,24680,Fontana city,209279.0,93230.0,506600.0,37214.0,18850.0,5488.0,6601.0,0.03154162625012543,0.11629451593327568
Columbus,GA,"columbus,GA",13,19000,Columbus city,204572.0,54561.0,168400.0,39535.0,22117.0,11663.0,6522.0,0.03188119586258139,0.16512523708034335
Worcester,MA,"worcester,MA",25,82000,Worcester city,204191.0,63011.0,305600.0,33253.0,26083.0,12249.0,7133.0,0.034932979416330785,0.18772619753074327
Port St Lucie,FL,"port st lucie,FL",,,,,,,,,,,,
Little Rock,AR,"little rock,AR",05,41000,Little Rock city,202218.0,58697.0,205800.0,46999.0,33820.0,15669.0,4590.0,0.02269827611785301,0.24473093394257683
Augusta,GA,"augusta,GA",,,,,,,,,,,,
Oxnard,CA,"oxnard,CA",06,54652,Oxnard city,202279.0,90409.0,587200.0,27886.0,17306.0,5571.0,6200.0,0.03065073487608699,0.11309626802584549
Birmingham,AL,"birmingham,AL",01,07000,Birmingham city,200431.0,42464.0,123000.0,39033.0,24461.0,9513.0,7174.0,0.035792866372966255,0.1695047173341449
Montgomery,AL,"montgomery,AL",01,51000,Montgomery city,199819.0,54166.0,141900.0,42542.0,25052.0,13459.0,6643.0,0.03324508680355722,0.19272942012521332
Frisco,TX,"frisco,TX",48,27684,Frisco city,202075.0,144567.0,531400.0,47364.0,50035.0,29760.0,4209.0,0.020828900160831373,0.3948781393047136
Amarillo,TX,"amarillo,TX",48,03000,Amarillo city,200360.0,60628.0,172700.0,46840.0,21918.0,7583.0,3463.0,0.017283888999800358,0.1472399680574965
Salt Lake City,UT,"salt lake city,UT",49,67000,Salt Lake City city,201269.0,72357.0,458600.0,40132.0,38875.0,17306.0,4443.0,0.022074934540341533,0.2791338954334746
Grand Rapids,MI,"grand rapids,MI",26,34000,Grand Rapids city,198096.0,61634.0,203900.0,43071.0,33563.0,12393.0,6125.0,0.03091935223326064,0.23198853081334303
Huntington Beach,CA,"huntington beach,CA",06,36000,Huntington Beach city,197481.0,114747.0,976800.0,43236.0,42532.0,17504.0,6002.0,0.030392797281763816,0.30400899327023867
Overland Park,KS,"overland park,KS",20,53775,Overland Park city,196676.0,100876.0,361800.0,51264.0,50802.0,25040.0,3686.0,0.018741483455022474,0.3856189875734711
Glendale,CA,"glendale,CA",06,30000,Glendale city,194512.0,81219.0,992000.0,25015.0,40381.0,16187.0,8283.0,0.04258349099284363,0.29082010364399113
Tallahassee,FL,"tallahassee,FL",12,70600,Tallahassee city,198259.0,52899.0,256400.0,32606.0,29594.0,15435.0,7203.0,0.03633126365007389,0.22712209786188772
Grand Prairie,TX,"grand prairie,TX",48,30464,Grand Prairie city,197279.0,76626.0,242900.0,38891.0,22464.0,8311.0,5232.0,0.026520815697565377,0.15599734386325964
McKinney,TX,"mckinney,TX",48,45744,McKinney city,196160.0,113286.0,400400.0,44244.0,43432.0,17697.0,3915.0,0.019958197389885808,0.3116282626427406
Cape Coral,FL,"cape coral,FL",12,10275,Cape Coral city,198912.0,72474.0,302400.0,59536.0,24672.0,8269.0,4253.0,0.02138131435006435,0.16560589607464607
Sioux Falls,SD,"sioux falls,SD",46,59020,Sioux Falls city,193401.0,71785.0,250000.0,47890.0,32003.0,10651.0,2588.0,0.013381523363374543,0.22054694649975956
Peoria,AZ,"peoria,AZ",04,54050,Peoria city,191292.0,86759.0,383600.0,53796.0,29041.0,13285.0,3618.0,0.0189134935073082,0.22126382702883549
Providence,RI,"providence,RI",44,59000,Providence city,189715.0,61365.0,293000.0,27603.0,21563.0,11822.0,7009.0,0.03694489102074164,0.17597448804786125
Vancouver,WA,"vancouver,WA",53,74060,Vancouver city,190700.0,73626.0,403400.0,39393.0,26353.0,10571.0,5597.0,0.02934976402726796,0.1936234923964342
Knoxville,TN,"knoxville,TN",47,40000,Knoxville city,191857.0,48309.0,184200.0,38939.0,24906.0,10365.0,4921.0,0.02564931172696331,0.18384004753540398
Akron,OH,"akron,OH",39,01000,Akron city,190273.0,46596.0,99700.0,42005.0,18762.0,7546.0,7475.0,0.03928565797564552,0.13826449364859963
Shreveport,LA,"shreveport,LA",22,70000,Shreveport city,186183.0,45967.0,168900.0,40452.0,19286.0,9707.0,7733.0,0.04153440432262881,0.155723132616834
Mobile,AL,"mobile,AL",01,50000,Mobile city,186316.0,48524.0,158400.0,39424.0,24514.0,9571.0,5679.0,0.030480474033362674,0.18294188368148737
Brownsville,TX,"brownsville,TX",48,10768,Brownsville city,186999.0,46735.0,112600.0,34291.0,16503.0,4880.0,5062.0,0.027069663474136224,0.11434820507061536
Newport News,VA,"newport news,VA",51,56000,Newport News city,185118.0,63355.0,233400.0,35931.0,21039.0,10470.0,5041.0,0.027231279508205575,0.17021035231582018
Fort Lauderdale,FL,"fort lauderdale,FL",12,24000,Fort Lauderdale city,182673.0,75376.0,417600.0,43363.0,33639.0,14049.0,5454.0,0.02985662905848155,0.26105664219671215
Chattanooga,TN,"chattanooga,TN",47,14000,Chattanooga city,181288.0,57703.0,230500.0,41137.0,26495.0,11944.0,4825.0,0.026615109659767884,0.21203278760866687
Tempe,AZ,"tempe,AZ",04,73000,Tempe city,181005.0,72022.0,382100.0,30777.0,32442.0,16415.0,6364.0,0.035159249744482195,0.2699207204220878
Aurora,IL,"aurora,IL",17,03012,Aurora city,181405.0,85943.0,241600.0,40402.0,24491.0,13218.0,5635.0,0.03106309087401119,0.20787188886745128
Santa Rosa,CA,"santa rosa,CA",06,70098,Santa Rosa city,178221.0,92604.0,661700.0,37933.0,27212.0,11191.0,5451.0,0.030585621223088187,0.21547965727944518
Eugene,OR,"eugene,OR",41,23850,Eugene city,176755.0,61481.0,406000.0,36131.0,26951.0,15639.0,6788.0,0.038403439789539195,0.2409549942010127
Elk Grove,CA,"elk grove,CA",06,22020,Elk Grove city,176105.0,115864.0,560500.0,40427.0,28827.0,9500.0,5683.0,0.032270520428153655,0.21763720507651685
Salem,OR,"salem,OR",41,64900,Salem city,175754.0,67540.0,349500.0,36397.0,22230.0,10185.0,5216.0,0.02967784516995346,0.18443392469019199
Ontario,CA,"ontario,CA",06,53896,Ontario city,176326.0,78070.0,513000.0,28810.0,15915.0,4546.0,5351.0,0.030347197804067465,0.11604074271519799
Cary,NC,"cary,NC",37,10740,Cary town,174880.0,125317.0,477400.0,44200.0,45774.0,28087.0,3242.0,0.018538426349496796,0.4223524702653248
Rancho Cucamonga,CA,"rancho cucamonga,CA",06,59451,Rancho Cucamonga city,174696.0,105534.0,657400.0,36412.0,27454.0,12010.0,4972.0,0.02846086916701012,0.22590099372624445
Oceanside,CA,"oceanside,CA",06,53322,Oceanside city,173722.0,86701.0,644600.0,35668.0,26092.0,10889.0,5317.0,0.030606371098651868,0.21287459274012502
Lancaster,CA,"lancaster,CA",06,40130,Lancaster city,171465.0,71367.0,368800.0,29901.0,12790.0,6709.0,5268.0,0.03072347126235675,0.1137200011664188
Garden Grove,CA,"garden grove,CA",06,29000,Garden Grove city,171637.0,86139.0,702600.0,26039.0,20945.0,4744.0,5208.0,0.030343107838053565,0.14967052558597504
Pembroke Pines,FL,"pembroke pines,FL",12,55775,Pembroke Pines city,170472.0,77657.0,379900.0,44576.0,27314.0,11757.0,4161.0,0.024408700549063776,0.22919306396358347
Fort Collins,CO,"fort collins,CO",08,27425,Fort Collins city,168758.0,78977.0,497400.0,36139.0,34423.0,18455.0,5375.0,0.031850341909716876,0.3133362566515365
Palmdale,CA,"palmdale,CA",06,55156,Palmdale city,166895.0,78414.0,397500.0,30993.0,11608.0,4324.0,5606.0,0.0335899817250367,0.0954612181311603
Springfield,MO,"springfield,MO",29,70000,Springfield city,168873.0,43450.0,146400.0,33467.0,20056.0,8730.0,4092.0,0.024231227016752233,0.17045945769898088
Clarksville,TN,"clarksville,TN",47,15160,Clarksville city,167882.0,62688.0,213200.0,34762.0,19025.0,8570.0,4848.0,0.028877425810986287,0.16437140372404427
Salinas,CA,"salinas,CA",06,64224,Salinas city,162783.0,84250.0,573600.0,20279.0,10729.0,2890.0,3710.0,0.022791077692388025,0.0836635275182298
Hayward,CA,"hayward,CA",06,33000,Hayward city,160602.0,105371.0,775700.0,27993.0,25263.0,8337.0,5023.0,0.031276073772431225,0.20921283670190907
Paterson,NJ,"paterson,NJ",34,57000,Paterson city,157864.0,52092.0,314100.0,13064.0,9867.0,1896.0,7882.0,0.04992905285562256,0.07451350529569756
Alexandria,VA,"alexandria,VA",51,01000,Alexandria city,157594.0,113179.0,655700.0,31933.0,37901.0,28147.0,3197.0,0.02028630531619224,0.41910225008566315
Macon,GA,"macon,GA",,,,,,,,,,,,
Corona,CA,"corona,CA",06,16350,Corona city,158346.0,103727.0,624200.0,29338.0,21446.0,7660.0,3756.0,0.02372020764654617,0.18381266340798
Kansas City,KS,"kansas city,KS",20,36000,Kansas City city,155438.0,56120.0,133800.0,33806.0,12380.0,5433.0,4643.0,0.029870430654022825,0.11459874676719978
Lakewood,CO,"lakewood,CO",08,43000,Lakewood city,156149.0,82786.0,494100.0,39531.0,33177.0,12733.0,3965.0,0.02539241365618736,0.2940140506823611
Springfield,MA,"springfield,MA",25,67000,Springfield city,155305.0,47677.0,198500.0,27937.0,11220.0,6155.0,6064.0,0.03904574868806542,0.11187662985737742
Sunnyvale,CA,"sunnyvale,CA",06,77000,Sunnyvale city,154573.0,174506.0,1680700.0,26025.0,34193.0,33620.0,3708.0,0.023988665549610863,0.43871180607221183
Jackson,MS,"jackson,MS",28,36000,Jackson city,153271.0,42193.0,104900.0,30370.0,15806.0,8140.0,6789.0,0.04429409346843173,0.15623307735970926
Killeen,TX,"killeen,TX",48,39148,Killeen city,153708.0,57086.0,175400.0,26629.0,14304.0,5205.0,7339.0,0.04774637624586879,0.12692247638379264
Hollywood,FL,"hollywood,FL",12,32000,Hollywood city,152764.0,61958.0,345300.0,34064.0,20818.0,8515.0,5232.0,0.034248906810505096,0.19201513445576182
Murfreesboro,TN,"murfreesboro,TN",47,51560,Murfreesboro city,153487.0,70451.0,327400.0,30501.0,25120.0,9184.0,3833.0,0.02497279899926378,0.22349775551023865
